country,description,points,price,province,taster_name,title,variety,winery,year
United States of America,"This is a blend of 67% Syrah and 33% Cabernet Sauvignon from Red Willow and Dineen, respectively. Though it falls on the lighter side for Washington Syrah, it's proportionate and pleasing, with strawberry fruit, mocha and toast. Tannins are fine and slender; though drinking well now, this could be cellared for awhile longer.",90,34,Washington,Paul Gregutt,William Church 2010 2 Spires Syrah-Cabernet Sauvignon (Columbia Valley (WA)),Syrah-Cabernet Sauvignon,William Church,2010
Germany,"Tantalizing spice notes mix with aromas of quince and lanolin on this fabulous bargain Riesling. While intensely tropical on the palate, it's remarkably nuanced with hints of potpourri, white flowers, and a sharp, steely acidity. Perfect as an aperitif, or paired with spicy, herbaceous Asian cuisine.",90,13,Mosel,Anna Lee C. Iijima,Karl Kaspar 2010 Kabinett Riesling (Mosel),Riesling,Karl Kaspar,2010
United States of America,"With 12% Sémillon in the blend, this is a lovely, fresh, almost exuberant Sauvignon Blanc. Bracing and textural, with good varietal character but no excessive herbaceousness, it's loaded with fruit flavors of melon, grapefruit, kiwi and apple. A fine mix of precision and length.",90,11,Washington,Paul Gregutt,Chateau Ste. Michelle 2012 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Chateau Ste. Michelle,2012
Argentina,"Aromas of sweet melon and honey suggest an innocuous quality that's confirmed on the palate, where basic apple and pear flavors come across a bit sweet. Finishes with some scour and a little harshness.",83,12,Other,Michael Schachner,Michel Torino 2006 Coleccion Chardonnay (Calchaquí Valley),Chardonnay,Michel Torino,2006
Canada,"A slightly earthy, spicy nose leads, followed up by good acidity and a touch of flowers. Pair with a cheese plate or enjoy on its own. Imported by Wine Emporium.",83,12,Ontario,Susan Kostrzewa,Pillitteri 2004 Fusion Gewürztraminer-Riesling (Niagara Peninsula),Gewürztraminer-Riesling,Pillitteri,2004
Australia,"Smooth and medium-bodied, with modest cherry scents and cassis and tobacco flavors. Soft and lacking energy on the finish, but clean.",83,8,Australia Other,Joe Czerwinski,Black Swan 2006 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,Black Swan,2006
Argentina,"Lightly brambled and ever so slightly green, with pleasant strawberry and raspberry aromas. The mouthfeel is a touch choppy and grabby, but it's not too thin and rough to make it unpleasant. Not bad for the price.",83,6,Mendoza Province,Michael Schachner,Funky Llama 2007 Tempranillo (Mendoza),Tempranillo,Funky Llama,2007
United States of America,"Creamy and fresh on the nose and followed by a play of good acidity and body, this Riesling from New Jersey is both supple and refreshing. The flavors fall a bit flat though—and need more dimension.",83,13,New Jersey,Susan Kostrzewa,Alba 2005 Dry Riesling (New Jersey),Riesling,Alba,2005
United States of America,"This is Pinot Gris without any particular varietal character; it could be almost anything. It's got tart, lemon-flavored fruit and a thin, watery finish.",82,13,Oregon,Paul Gregutt,Emerson 2006 Pinot Gris (Willamette Valley),Pinot Gris,Emerson,2006
Australia,"A drink-now style of warming Shiraz, with plenty of weight and richness, soft tannins and flavors that artfully combine sour plum, cracked pepper, rare beef and chocolate. Drink it over the next few years.",90,20,South Australia,Joe Czerwinski,Hesketh 2008 Usual Suspects Shiraz (McLaren Vale),Shiraz,Hesketh,2008
Portugal,"Although known in the Douro as an increasingly essential component of Port and table wines, the Touriga Nacional is equally at home in the Dão. As here, it produces linear wines, very mineral, full of acidity with a perfumed elegance. This is a wine for aging over 4–5 years.",90,18,Dão,Roger Voss,Borges 2009 Touriga Nacional (Dão),Touriga Nacional,Borges,2009
France,"Dominated by Cabernet Sauvignon, the wine is packed with dusty tannins. Mint flavors show the wood aging while black currant boosts the fruit side of the wine. It is rich, its fruit very ripe yet also elegant.",90,20,Bordeaux,Roger Voss,Château Lieujean 2009  Haut-Médoc,Bordeaux-style Red Blend,Château Lieujean,2009
France,"A wine that shows rich blackberry fruits, already rounded and soft. It has a tannic structure that is embedded in the fruit, along with spice, toast and a firm finish. An ageworthy wine.",90,20,Bordeaux,Roger Voss,Château Liversan 2009  Haut-Médoc,Bordeaux-style Red Blend,Château Liversan,2009
Chile,"Fresh berry, mint, cola and herb aromas make for a classic Maipo bouquet. Feels fresh and good, with plying tannins and bright acidity. Tastes earthy, mossy and herbal, with ample berry fruit. Licorice and prune flavors carry the finish. Syrah with Cabernet, Carmenère and Petit Verdot.",90,30,Maipo Valley,Michael Schachner,Antiyal 2009 Kuyen Red (Maipo Valley),Red Blend,Antiyal,2009
Australia,"Each Jacob's Creek Reserve wine is now sourced from a specific region, and this Chardonnay shows solid improvement as a result. It's medium in body, with notes of grilled pineapple and sweet corn and a brisk, citrusy finish. Drink it over the next 6–9 months.",89,13,South Australia,Joe Czerwinski,Jacob's Creek 2009 Reserve Chardonnay (Adelaide Hills),Chardonnay,Jacob's Creek,2009
United States of America,"All black cherry and blueberry jam, this South Coast Syrah is fruity and spicy, full and fleshy with pepper and cinnamon spice and a teaspoon of black tea playfully showing through. Consistent throughout, a wine that's easy to like and complex at the same time. It spent close to two years in French oak, 30% of it new.",89,44,California,Virginie Boone,Leonesse Cellars 2008 Vista Del Monte Vineyard Syrah (Temecula Valley),Syrah,Leonesse Cellars,2008
United States of America,"Rose petal, mocha and a deeply concentrated red fruit palate make this a bold, beautifully constructed Pinot. Full bodied but nuanced with layers of dried herbs and florals, it finishes long with a soft layer of feathery tannins.",89,18,New York,Anna Lee C. Iijima,Millbrook 2010 25th Anniversary Pinot Noir (Hudson River Region),Pinot Noir,Millbrook,2010
United States of America,"As before, this is Weinbau vineyard fruit. The 2009 vintage seems to have presented some challenges, as the fruit flavors suggest uneven ripening, with a mix of tutti-fruity candy flavors along with some raisins. Tannins are smooth and there's a pleasing streak of graphite running through the finish. Drink soon.",89,28,Washington,Paul Gregutt,Nefarious 2009 Cabernet Franc (Wahluke Slope),Cabernet Franc,Nefarious,2009
United States of America,"Broadly fruity, this dark and smooth Merlot is loaded with a luscious mix of black fruits. The flavors play out in forward, accessible fashion, flecked with a pleasing minerality.",89,50,Washington,Paul Gregutt,O•S Winery 2009 The Tusk Elephant Mountain Vineyard Merlot (Yakima Valley),Merlot,O•S Winery,2009
United States of America,"Spicy and bright, with an almost-too-ripe note to the fruit. Sweet ripe berries are joined by hints of sweet tomato and fecund, autumnal flavors, suggesting that this Syrah should be consumed sooner rather than later.",89,24,Washington,Paul Gregutt,Owen Roe 2009 Ex Umbris Syrah (Columbia Valley (WA)),Syrah,Owen Roe,2009
Portugal,"A wild, herbal, wood-aged wine, its acidity a fine foil to the richly perfumed fruit. Pears and sweet melon come together with the toast of the wood. At this stage, the wood dominates and needs a year to soften—then the result will be impressively food-friendly.",89,50,Beiras,Roger Voss,Quinta de Foz de Arouce 2009 Branco Cerceal (Beiras),Cerceal,Quinta de Foz de Arouce,2009
Portugal,"The aroma shines with Syrah perfumes, while the palate brings together great ripe perfumed and spiced fruit, smooth, rich and dense. There is just an earthy element that needs to soften over the next two years.",89,23,Tejo,Roger Voss,Quinta do Cavalinho 2009 Templários Colheita Seleccionada Red (Tejo),Touriga Nacional Blend,Quinta do Cavalinho,2009
Portugal,"A wine that starts out all tannins. The fruit takes a while to show through and then produces juicy red cherry flavors and considerable acidity, the wood aging rounding the corners. This is for medium-term aging.",89,18,Douro,Roger Voss,Rozes 2008 Quinta do Grifo Grande Reserva Red (Douro),Portuguese Red,Rozes,2008
France,"The wine has weight, is warm and spicy, with bold fruit flavors. A fine wine from Angludet, it is ripe, the wood judiciously balanced, finishing with tight acidity.",89,40,Bordeaux,Roger Voss,Château d'Angludet 2009  Margaux,Bordeaux-style Red Blend,Château d'Angludet,2009
France,"Dominated by Merlot, this is a fruity and rich wine, rounded, ripe and spicy. It has density and weight, layered with dusty rich tannins. With its spice, blackberry acidity and chunky feel, it is already drinkable, but will age over several years.",89,70,Bordeaux,Roger Voss,Château Laforge 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Laforge,2009
France,"A wine from a château that is still finding its form . It is soft, open, with attractive juicy red fruits and black currants, ready to drink soon.",89,38,Bordeaux,Roger Voss,Château Soutard 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Soutard,2009
France,"Big, dense wine, with dusty tannins and ripe red plum fruits. The wine is concentrated, fruity while also structured. It is already balanced, the acidity giving freshness, the texture showing the delicious ripe character of the vintage.",89,45,Bordeaux,Roger Voss,Château Tour de Lagarde 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Tour de Lagarde,2009
Italy,"The nose of this wine leads with forward oak and vanilla aromas. The palate offers more personality and ripe, luscious fruit flavors, with additional notes of spice and toast. While it shows some complexity, it's fast approaching its optimum drinking window, so enjoy soon.",90,150,Veneto,Kerin O’Keefe,Zymè 2006  Amarone della Valpolicella Classico,Red Blend,Zymè,2006
United States of America,"Conflict is two thirds Cabernet Sauvignon, 25% Merlot, and 8% Cabernet Franc. Smoke wreathes around deep cherry candy flavors, leading into some chewy tannins dusted with savory herbs.",90,55,Washington,Paul Gregutt,J. Bookwalter 2010 Conner Lee Vineyard Conflict Red (Columbia Valley (WA)),Bordeaux-style Red Blend,J. Bookwalter,2010
United States of America,"This lush Chardonnay has a certain oiliness to the aromas, along with dusty, toasty components that ride through a soft, plush mid-palate. The fruit is a rich mix of peach and apricot, highlighted with toasted hazelnuts, vanilla and coconut.",90,30,Washington,Paul Gregutt,Januik 2011 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Januik,2011
Italy,"This is rich in black cherry flavors, with layered accents of white pepper, almond and walnut. It's the perfect marriage between the elegance of Valpolicella and the structure of Amarone. Imported by Panebianco, Vinity Wine Company.",90,26,Veneto,Kerin O’Keefe,Venturini Massimino 2009 Semonte Alto  (Valpolicella Classico Superiore Ripasso),Red Blend,Venturini Massimino,2009
France,"Ripe, jammy black-fruit sensations dominate the nose and mouth of this wine, with lush, expressive notes of blackberry, black raspberry and boysenberry preserves. The texture is like crushed satin, with medium-plus yet fine tannins and a cocoa-kissed finish. Enjoyable now, but should develop additional complexities after 2016.",90,24,Languedoc-Roussillon,Lauren Buzzeo,Domaine Cabirau 2011 Serge & Nicolas Red (Maury Sec),Rhône-style Red Blend,Domaine Cabirau,2011
Argentina,"Blackberry and cassis aromas blend seamlessly with varietal scents of herbs and leaves. This Cab Franc feels crisp yet flush, with laudable structure and vital acidity. Flavors of leafy, spicy berry and plum finish with peppery notes, a jolt of salinity and heft.",90,35,Mendoza Province,Michael Schachner,Riglos 2010 Gran Las Divas Vineyard Cabernet Franc (Tupungato),Cabernet Franc,Riglos,2010
France,"This is vibrant and expressive, with upfront purple-flower fragrances of violet and iris mixed with fruity tones of boysenberry and raspberry sauce. The crushed-silk texture offers medium tannins, ample acidity and skin-driven fruit flavors. Roasted coffee bean and sweet smoke accents mark the lingering finish.",90,24,Languedoc-Roussillon,Lauren Buzzeo,Les Villages de Terroir Catalan 2010 Red (Côtes du Roussillon Villages Caramany),Rhône-style Red Blend,Les Villages de Terroir Catalan,2010
